"Time","Mur_Temp_toit_1.mean","Mur_Temp_toit_2.mean","Mur_Temp_toit_3.mean"
"2024-01-11-21",9.91416666666667,16.2058333333333,19.5591666666667
"2024-01-11-22",9.80083333333333,16.1041666666667,19.5066666666667
"2024-01-11-23",9.6225,16.0058333333333,19.45
"2024-01-12-00",9.475,15.9166666666667,19.3775
"2024-01-12-01",9.47833333333333,15.8616666666667,19.3175
"2024-01-12-02",9.37,15.8091666666667,19.2683333333333
"2024-01-12-03",9.21583333333333,15.715,19.215
"2024-01-12-04",9.15333333333333,15.6466666666667,19.1658333333333
"2024-01-12-05",9.1175,15.6158333333333,19.1341666666667
"2024-01-12-06",9.03166666666667,15.5466666666667,19.0783333333333
"2024-01-12-07",8.96083333333333,15.5066666666667,19.0475
"2024-01-12-08",9.00666666666667,15.4858333333333,18.9975
"2024-01-12-09",9.01583333333333,15.4483333333333,18.9683333333333
"2024-01-12-10",9.0375,15.4316666666667,18.945
"2024-01-12-11",8.99916666666667,15.4225,18.935
"2024-01-12-12",9.29666666666667,15.5033333333333,18.935
"2024-01-12-13",9.4575,15.5475,18.94
"2024-01-12-14",9.49666666666667,15.5633333333333,18.92
"2024-01-12-15",9.70833333333333,15.6416666666667,18.925
"2024-01-12-16",9.74416666666667,15.6366666666667,18.9216666666667
"2024-01-12-17",9.62,15.6141666666667,18.9133333333333
"2024-01-12-18",9.48583333333333,15.575,18.9033333333333
"2024-01-12-19",9.37916666666667,15.5266666666667,18.8816666666667
"2024-01-12-20",9.29666666666667,15.4825,18.8683333333333
"2024-01-12-21",9.28416666666667,15.4533333333333,18.855
"2024-01-12-22",9.27833333333333,15.4533333333333,18.85
"2024-01-12-23",9.2975,15.4375,18.8425
"2024-01-13-00",9.26583333333333,15.4316666666667,18.8275
"2024-01-13-01",9.1575,15.385,18.8033333333333
"2024-01-13-02",9.0675,15.3358333333333,18.7925
"2024-01-13-03",9.08833333333333,15.3275,18.7866666666667
"2024-01-13-04",9.07416666666667,15.3433333333333,18.78
"2024-01-13-05",8.99666666666667,15.2916666666667,18.7633333333333
"2024-01-13-06",8.93,15.275,18.7466666666667
"2024-01-13-07",8.94833333333333,15.265,18.7391666666667
"2024-01-13-08",8.91583333333333,15.2391666666667,18.7233333333333
"2024-01-13-09",8.92666666666667,15.2533333333333,18.7066666666667
"2024-01-13-10",8.92083333333333,15.2416666666667,18.7066666666667
"2024-01-13-11",8.9975,15.245,18.7116666666667
"2024-01-13-12",9.13916666666667,15.3,18.7075
"2024-01-13-13",9.36916666666667,15.3683333333333,18.7258333333333
"2024-01-13-14",9.62083333333333,15.4791666666667,18.7583333333333
"2024-01-13-15",9.93666666666667,15.5975,18.7966666666667
"2024-01-13-16",9.97583333333333,15.6458333333333,18.84
"2024-01-13-17",9.4825,15.5,18.8266666666667
"2024-01-13-18",8.80916666666667,15.2933333333333,18.7858333333333
"2024-01-13-19",8.2375,15.0941666666667,18.7433333333333
"2024-01-13-20",7.8175,14.915,18.68
"2024-01-13-21",7.485,14.7641666666667,18.6316666666667
"2024-01-13-22",7.24166666666667,14.6116666666667,18.575
"2024-01-13-23",7.00666666666667,14.4883333333333,18.5208333333333
"2024-01-14-00",6.775,14.3658333333333,18.4583333333333
"2024-01-14-01",6.60833333333333,14.2725,18.4075
"2024-01-14-02",6.36583333333333,14.15,18.3658333333333
"2024-01-14-03",6.17583333333333,14.0383333333333,18.3075
"2024-01-14-04",6.0775,13.9658333333333,18.2491666666667
"2024-01-14-05",5.98583333333333,13.8966666666667,18.2225
"2024-01-14-06",6.00333333333333,13.8575,18.1783333333333
"2024-01-14-07",5.79166666666667,13.7916666666667,18.1483333333333
"2024-01-14-08",5.76083333333333,13.7433333333333,18.125
"2024-01-14-09",5.78583333333333,13.7416666666667,18.1016666666667
"2024-01-14-10",6.00083333333333,13.7841666666667,18.0933333333333
"2024-01-14-11",6.49916666666667,13.9583333333333,18.115
"2024-01-14-12",7.1225,14.1441666666667,18.1475
"2024-01-14-13",7.68416666666667,14.3516666666667,18.1916666666667
"2024-01-14-14",8.11,14.5383333333333,18.2208333333333
"2024-01-14-15",8.4375,14.695,18.2708333333333
"2024-01-14-16",8.6075,14.7983333333333,18.3075
"2024-01-14-17",8.585,14.8383333333333,18.3275
"2024-01-14-18",8.58083333333333,14.8525,18.3658333333333
"2024-01-14-19",8.725,14.9283333333333,18.3975
"2024-01-14-20",8.86833333333333,15.0058333333333,18.435
"2024-01-14-21",8.965,15.0333333333333,18.4433333333333
"2024-01-14-22",8.99666666666667,15.0866666666667,18.48
"2024-01-14-23",9.03333333333333,15.0975,18.4933333333333
"2024-01-15-00",9.0775,15.1091666666667,18.5166666666667
"2024-01-15-01",9.14333333333333,15.1575,18.5258333333333
"2024-01-15-02",9.1775,15.1825,18.5475
"2024-01-15-03",9.0525,15.1541666666667,18.5233333333333
"2024-01-15-04",9.10666666666667,15.1675,18.5675
"2024-01-15-05",9.16083333333333,15.1991666666667,18.5758333333333
"2024-01-15-06",9.255,15.2408333333333,18.575
"2024-01-15-07",9.34083333333333,15.3133333333333,18.5933333333333
"2024-01-15-08",9.375,15.2941666666667,18.6141666666667
"2024-01-15-09",9.27916666666667,15.2575,18.63
"2024-01-15-10",9.44333333333333,15.3308333333333,18.6341666666667
"2024-01-15-11",9.77583333333333,15.4616666666667,18.6616666666667
"2024-01-15-12",9.94833333333333,15.5358333333333,18.6775
"2024-01-15-13",10.2041666666667,15.6116666666667,18.73
"2024-01-15-14",10.3816666666667,15.7425,18.8125
"2024-01-15-15",10.555,15.8508333333333,18.875
"2024-01-15-16",10.7116666666667,15.9525,18.9533333333333
"2024-01-15-17",10.7116666666667,15.9991666666667,19.0083333333333
"2024-01-15-18",10.7266666666667,16.0608333333333,19.0558333333333
"2024-01-15-19",10.7316666666667,16.0858333333333,19.0891666666667
"2024-01-15-20",10.77,16.1125,19.1175
"2024-01-15-21",10.7891666666667,16.1491666666667,19.1366666666667
"2024-01-15-22",10.8333333333333,16.1758333333333,19.16
"2024-01-15-23",10.8883333333333,16.1925,19.1758333333333
"2024-01-16-00",10.8658333333333,16.2258333333333,19.2125
"2024-01-16-01",10.4983333333333,16.1141666666667,19.1966666666667
"2024-01-16-02",10.1308333333333,16.0016666666667,19.1825
"2024-01-16-03",9.99833333333333,15.9308333333333,19.1858333333333
"2024-01-16-04",9.905,15.8783333333333,19.1891666666667
"2024-01-16-05",9.94833333333333,15.9016666666667,19.1908333333333
"2024-01-16-06",9.89666666666667,15.895,19.175
"2024-01-16-07",9.895,15.8758333333333,19.1941666666667
"2024-01-16-08",9.74083333333333,15.8133333333333,19.1733333333333
"2024-01-16-09",9.69083333333333,15.8108333333333,19.1891666666667
"2024-01-16-10",9.93833333333333,15.8733333333333,19.2158333333333
"2024-01-16-11",10.2658333333333,15.9866666666667,19.2566666666667
"2024-01-16-12",10.5741666666667,16.11,19.295
"2024-01-16-13",10.7558333333333,16.215,19.3433333333333
"2024-01-16-14",11.0716666666667,16.3583333333333,19.405
"2024-01-16-15",11.2633333333333,16.4766666666667,19.4641666666667
"2024-01-16-16",11.32,16.5416666666667,19.5066666666667
"2024-01-16-17",11.3125,16.5566666666667,19.5275
"2024-01-16-18",11.1975,16.5658333333333,19.5433333333333
"2024-01-16-19",11.0141666666667,16.5175,19.5375
"2024-01-16-20",10.6658333333333,16.4075,19.5275
"2024-01-16-21",10.3958333333333,16.305,19.5
"2024-01-16-22",10.2766666666667,16.2508333333333,19.485
"2024-01-16-23",10.1758333333333,16.1666666666667,19.46
"2024-01-17-00",10.1725,16.1425,19.4541666666667
"2024-01-17-01",10.03,16.1175,19.4141666666667
"2024-01-17-02",10.0908333333333,16.1,19.415
"2024-01-17-03",10.4158333333333,16.1783333333333,19.4116666666667
"2024-01-17-04",10.805,16.3075,19.415
"2024-01-17-05",10.9966666666667,16.3791666666667,19.4466666666667
"2024-01-17-06",10.975,16.4191666666667,19.4591666666667
"2024-01-17-07",11.005,16.4416666666667,19.47
"2024-01-17-08",11.13,16.47,19.4825
"2024-01-17-09",11.3516666666667,16.5675,19.5066666666667
"2024-01-17-10",11.6183333333333,16.68,19.52
"2024-01-17-11",12.0033333333333,16.8175,19.5916666666667
"2024-01-17-12",12.4008333333333,16.9666666666667,19.6425
"2024-01-17-13",12.8183333333333,17.1525,19.6783333333333
"2024-01-17-14",13.2091666666667,17.3283333333333,19.7341666666667
"2024-01-17-15",13.4991666666667,17.47,19.7733333333333
"2024-01-17-16",13.6133333333333,17.5516666666667,19.8175
"2024-01-17-17",13.6566666666667,17.6066666666667,19.8458333333333
"2024-01-17-18",13.6391666666667,17.6108333333333,19.8733333333333
"2024-01-17-19",13.5991666666667,17.6333333333333,19.8783333333333
"2024-01-17-20",13.6016666666667,17.6408333333333,19.895
"2024-01-17-21",13.5925,17.6541666666667,19.9075
"2024-01-17-22",13.6208333333333,17.6583333333333,19.92
"2024-01-17-23",13.6125,17.6608333333333,19.925
"2024-01-18-00",13.6691666666667,17.6775,19.9016666666667
"2024-01-18-01",13.695,17.6833333333333,19.91
"2024-01-18-02",13.6625,17.6891666666667,19.9125
"2024-01-18-03",13.6491666666667,17.6833333333333,19.8941666666667
"2024-01-18-04",13.5433333333333,17.6391666666667,19.8933333333333
"2024-01-18-05",13.5166666666667,17.625,19.9066666666667
"2024-01-18-06",13.4375,17.6083333333333,19.8666666666667
"2024-01-18-07",13.4725,17.6075,19.9008333333333
"2024-01-18-08",13.465,17.5875,19.8758333333333
"2024-01-18-09",13.4958333333333,17.6075,19.8925
"2024-01-18-10",13.605,17.6458333333333,19.9158333333333
"2024-01-18-11",13.8516666666667,17.7341666666667,19.9541666666667
"2024-01-18-12",14.1183333333333,17.84,20.0025
"2024-01-18-13",14.3175,17.9325,20.0425
"2024-01-18-14",14.4225,17.995,20.0716666666667
"2024-01-18-15",14.4441666666667,18.0425,20.1108333333333
"2024-01-18-16",14.42,18.0733333333333,20.1441666666667
"2024-01-18-17",14.3941666666667,18.0916666666667,20.1683333333333
"2024-01-18-18",14.29,18.0708333333333,20.19
"2024-01-18-19",13.8675,17.9433333333333,20.18
"2024-01-18-20",13.3158333333333,17.7675,20.16
"2024-01-18-21",12.3925,17.4791666666667,20.0925
"2024-01-18-22",11.7891666666667,17.2366666666667,20.0633333333333
"2024-01-18-23",11.2208333333333,17.0066666666667,19.9975
"2024-01-19-00",10.8716666666667,16.8325,19.9383333333333
"2024-01-19-01",10.6358333333333,16.6866666666667,19.8925
"2024-01-19-02",10.445,16.5716666666667,19.8491666666667
"2024-01-19-03",10.1475,16.4325,19.81
"2024-01-19-04",10.0216666666667,16.37,19.76
"2024-01-19-05",9.7025,16.2241666666667,19.6983333333333
"2024-01-19-06",9.36416666666667,16.0658333333333,19.6575
"2024-01-19-07",9.26666666666667,15.9808333333333,19.5975
"2024-01-19-08",9.25583333333333,15.9408333333333,19.5675
"2024-01-19-09",9.2975,15.9341666666667,19.5333333333333
"2024-01-19-10",9.24083333333333,15.8783333333333,19.5066666666667
"2024-01-19-11",9.42416666666667,15.9216666666667,19.5083333333333
"2024-01-19-12",9.8375,16.0525,19.5266666666667
"2024-01-19-13",10.1366666666667,16.15,19.5541666666667
"2024-01-19-14",10.3558333333333,16.2233333333333,19.5783333333333
"2024-01-19-15",10.5433333333333,16.3166666666667,19.5941666666667
"2024-01-19-16",10.6175,16.3675,19.6341666666667
"2024-01-19-17",10.4616666666667,16.3625,19.6275
"2024-01-19-18",10.2958333333333,16.3333333333333,19.6425
"2024-01-19-19",10.0616666666667,16.245,19.6425
"2024-01-19-20",9.88416666666667,16.1708333333333,19.6366666666667
"2024-01-19-21",9.80166666666667,16.1425,19.645
"2024-01-19-22",9.685,16.1041666666667,19.6366666666667
"2024-01-19-23",9.52166666666667,16.0491666666667,19.6216666666667
"2024-01-20-00",9.3275,15.96,19.6
"2024-01-20-01",9.09333333333333,15.8808333333333,19.5875
"2024-01-20-02",8.92583333333333,15.8208333333333,19.5708333333333
"2024-01-20-03",8.73166666666667,15.7483333333333,19.5508333333333
"2024-01-20-04",8.61416666666667,15.6975,19.5275
"2024-01-20-05",8.54,15.6475,19.53
"2024-01-20-06",8.45416666666667,15.6108333333333,19.5216666666667
"2024-01-20-07",8.415,15.5708333333333,19.5
"2024-01-20-08",8.39833333333333,15.5791666666667,19.5141666666667
"2024-01-20-09",8.24416666666667,15.5033333333333,19.5108333333333
"2024-01-20-10",8.42583333333333,15.5483333333333,19.5125
"2024-01-20-11",8.71,15.6525,19.5425
"2024-01-20-12",9.15583333333333,15.8033333333333,19.585
"2024-01-20-13",10.0183333333333,16.12,19.6766666666667
"2024-01-20-14",10.4866666666667,16.3391666666667,19.77
"2024-01-20-15",10.5741666666667,16.4458333333333,19.8408333333333
"2024-01-20-16",10.4916666666667,16.4875,19.905
"2024-01-20-17",10.1708333333333,16.4433333333333,19.9175
"2024-01-20-18",9.65833333333333,16.3,19.9141666666667
"2024-01-20-19",9.14583333333333,16.1516666666667,19.8766666666667
"2024-01-20-20",8.7175,15.9566666666667,19.8091666666667
"2024-01-20-21",8.34,15.7816666666667,19.7533333333333
"2024-01-20-22",7.97,15.6033333333333,19.6791666666667
"2024-01-20-23",7.66,15.4566666666667,19.6125
"2024-01-21-00",7.43833333333333,15.3075,19.5441666666667
"2024-01-21-01",7.205,15.1975,19.465
"2024-01-21-02",6.91666666666667,15.03,19.405
"2024-01-21-03",6.8075,14.9466666666667,19.3566666666667
"2024-01-21-04",6.61166666666667,14.8325,19.3008333333333
"2024-01-21-05",6.44583333333333,14.7483333333333,19.2433333333333
"2024-01-21-06",6.35583333333333,14.69,19.2125
"2024-01-21-07",6.35333333333333,14.6291666666667,19.1783333333333
"2024-01-21-08",6.27083333333333,14.6066666666667,19.1475
"2024-01-21-09",6.54083333333333,14.6441666666667,19.1366666666667
"2024-01-21-10",7.1925,14.8383333333333,19.1783333333333
"2024-01-21-11",7.92916666666667,15.08,19.2183333333333
"2024-01-21-12",8.73666666666667,15.3875,19.29
"2024-01-21-13",9.73416666666667,15.7866666666667,19.3883333333333
"2024-01-21-14",10.5133333333333,16.1191666666667,19.4975
"2024-01-21-15",11.3658333333333,16.48,19.6275
"2024-01-21-16",11.6691666666667,16.7025,19.7466666666667
"2024-01-21-17",11.2558333333333,16.6833333333333,19.8183333333333
"2024-01-21-18",10.4225,16.4908333333333,19.8291666666667
"2024-01-21-19",9.7375,16.2975,19.8116666666667
"2024-01-21-20",9.19,16.1058333333333,19.8
"2024-01-21-21",8.71333333333333,15.9391666666667,19.7733333333333
"2024-01-21-22",8.31833333333333,15.7725,19.7233333333333
"2024-01-21-23",8.0225,15.6133333333333,19.6741666666667
"2024-01-22-00",7.73083333333333,15.4725,19.6116666666667
"2024-01-22-01",7.57083333333333,15.365,19.5633333333333
"2024-01-22-02",7.49083333333333,15.2941666666667,19.4983333333333
"2024-01-22-03",7.28083333333333,15.1641666666667,19.45
"2024-01-22-04",7.19583333333333,15.1066666666667,19.3925
"2024-01-22-05",7.0575,15.0275,19.3675
"2024-01-22-06",7.08333333333333,14.99,19.3458333333333
"2024-01-22-07",7.25166666666667,15.0358333333333,19.3108333333333
"2024-01-22-08",7.5175,15.0975,19.3116666666667
"2024-01-22-09",7.955,15.2225,19.3133333333333
"2024-01-22-10",8.52666666666667,15.4108333333333,19.3591666666667
"2024-01-22-11",9.72416666666667,15.8183333333333,19.4325
"2024-01-22-12",10.46,16.1233333333333,19.5208333333333
"2024-01-22-13",11.1591666666667,16.4325,19.6008333333333
"2024-01-22-14",11.6275,16.6825,19.7083333333333
"2024-01-22-15",11.6091666666667,16.755,19.77
"2024-01-22-16",11.475,16.7858333333333,19.845
"2024-01-22-17",11.2816666666667,16.775,19.8791666666667
"2024-01-22-18",11.1483333333333,16.7666666666667,19.9225
"2024-01-22-19",11.1683333333333,16.8275,19.9483333333333
"2024-01-22-20",11.095,16.8058333333333,19.9541666666667
"2024-01-22-21",11.0016666666667,16.7583333333333,19.9666666666667
"2024-01-22-22",10.9958333333333,16.7883333333333,19.9791666666667
"2024-01-22-23",10.8316666666667,16.7266666666667,19.9908333333333
"2024-01-23-00",10.7116666666667,16.6691666666667,19.9891666666667
"2024-01-23-01",10.6741666666667,16.7041666666667,19.9858333333333
"2024-01-23-02",10.5458333333333,16.6525,19.9791666666667
"2024-01-23-03",10.56,16.6583333333333,19.9858333333333
"2024-01-23-04",10.4833333333333,16.585,19.97
"2024-01-23-05",10.2208333333333,16.5125,19.9641666666667
"2024-01-23-06",10.2558333333333,16.52,19.9633333333333
"2024-01-23-07",10.3583333333333,16.5283333333333,19.9641666666667
"2024-01-23-08",10.6066666666667,16.6325,19.9875
"2024-01-23-09",10.7908333333333,16.6858333333333,19.9841666666667
"2024-01-23-10",11.1175,16.8158333333333,20.0291666666667
"2024-01-23-11",11.5916666666667,16.9666666666667,20.0791666666667
"2024-01-23-12",12.5858333333333,17.3058333333333,20.1591666666667
"2024-01-23-13",13.6783333333333,17.7275,20.2816666666667
"2024-01-23-14",14.4641666666667,18.0941666666667,20.39
"2024-01-23-15",14.9683333333333,18.35,20.4841666666667
"2024-01-23-16",15.1058333333333,18.5,20.5491666666667
"2024-01-23-17",14.9033333333333,18.5175,20.57
"2024-01-23-18",14.4691666666667,18.4075,20.5733333333333
"2024-01-23-19",14.1608333333333,18.3225,20.5625
"2024-01-23-20",13.77,18.1858333333333,20.5258333333333
"2024-01-23-21",13.51,18.0633333333333,20.4916666666667
"2024-01-23-22",13.34,17.9725,20.45
"2024-01-23-23",13.3183333333333,17.9308333333333,20.4275
"2024-01-24-00",13.2141666666667,17.8625,20.3933333333333
"2024-01-24-01",12.7908333333333,17.7258333333333,20.34
"2024-01-24-02",12.3925,17.5541666666667,20.2766666666667
"2024-01-24-03",11.9716666666667,17.3625,20.2341666666667
"2024-01-24-04",11.7758333333333,17.265,20.1741666666667
"2024-01-24-05",11.5966666666667,17.1741666666667,20.1166666666667
"2024-01-24-06",11.2583333333333,16.995,20.0733333333333
"2024-01-24-07",11.0116666666667,16.8433333333333,20.0208333333333
"2024-01-24-08",11.08,16.8391666666667,19.985
"2024-01-24-09",11.3041666666667,16.8583333333333,19.9425
"2024-01-24-10",12.0541666666667,17.0725,19.9491666666667
"2024-01-24-11",13.4366666666667,17.51,19.9933333333333
"2024-01-24-12",14.6733333333333,17.9541666666667,20.0941666666667
"2024-01-24-13",15.7741666666667,18.3916666666667,20.1983333333333
"2024-01-24-14",16.7058333333333,18.8166666666667,20.3216666666667
"2024-01-24-15",17.0533333333333,19.0525,20.4383333333333
"2024-01-24-16",17.2308333333333,19.225,20.54
"2024-01-24-17",16.6733333333333,19.1625,20.6041666666667
"2024-01-24-18",15.6741666666667,18.8925,20.5916666666667
"2024-01-24-19",14.8625,18.6483333333333,20.5675
"2024-01-24-20",14.1216666666667,18.375,20.5391666666667
"2024-01-24-21",13.5583333333333,18.1416666666667,20.4583333333333
"2024-01-24-22",12.9983333333333,17.9025,20.4216666666667
"2024-01-24-23",12.5575,17.6883333333333,20.3616666666667
"2024-01-25-00",12.2616666666667,17.525,20.2833333333333
"2024-01-25-01",11.975,17.3625,20.2133333333333
"2024-01-25-02",11.86,17.2675,20.145
"2024-01-25-03",12.0291666666667,17.2533333333333,20.09
"2024-01-25-04",12.1791666666667,17.2758333333333,20.055
"2024-01-25-05",12.3108333333333,17.2875,20.0066666666667
"2024-01-25-06",12.345,17.2633333333333,19.9783333333333
"2024-01-25-07",12.2358333333333,17.1983333333333,19.9466666666667
"2024-01-25-08",12.25,17.1766666666667,19.9225
"2024-01-25-09",12.4641666666667,17.2441666666667,19.9125
"2024-01-25-10",13.04,17.4191666666667,19.9416666666667
"2024-01-25-11",13.8566666666667,17.6833333333333,20.025
"2024-01-25-12",15.3291666666667,18.1916666666667,20.155
"2024-01-25-13",16.2966666666667,18.64,20.3183333333333
"2024-01-25-14",16.9791666666667,18.9966666666667,20.48
"2024-01-25-15",17.525,19.3208333333333,20.6508333333333
"2024-01-25-16",17.5458333333333,19.4875,20.7891666666667
"2024-01-25-17",16.8741666666667,19.4041666666667,20.9008333333333
"2024-01-25-18",15.805,19.115,20.9016666666667
"2024-01-25-19",14.9391666666667,18.8458333333333,20.8916666666667
"2024-01-25-20",14.225,18.6175,20.8766666666667
"2024-01-25-21",13.6958333333333,18.3916666666667,20.8358333333333
"2024-01-25-22",13.1475,18.1766666666667,20.7841666666667
"2024-01-25-23",12.6025,17.9425,20.7325
"2024-01-26-00",12.4266666666667,17.8133333333333,20.6741666666667
"2024-01-26-01",12.4408333333333,17.77,20.6375
"2024-01-26-02",12.5125,17.7383333333333,20.5941666666667
"2024-01-26-03",12.3691666666667,17.6591666666667,20.5508333333333
"2024-01-26-04",12.0691666666667,17.55,20.495
"2024-01-26-05",11.8066666666667,17.4216666666667,20.4491666666667
"2024-01-26-06",11.4166666666667,17.2666666666667,20.4283333333333
"2024-01-26-07",11.1725,17.1491666666667,20.395
"2024-01-26-08",10.9633333333333,17.0691666666667,20.3808333333333
"2024-01-26-09",11.0675,17.0716666666667,20.3575
"2024-01-26-10",11.7825,17.2583333333333,20.3983333333333
"2024-01-26-11",12.7725,17.5958333333333,20.46
"2024-01-26-12",13.8166666666667,17.9733333333333,20.5483333333333
"2024-01-26-13",14.4591666666667,18.2491666666667,20.63
"2024-01-26-14",15.045,18.525,20.7058333333333
"2024-01-26-15",15.41,18.7416666666667,20.8133333333333
"2024-01-26-16",15.4558333333333,18.8375,20.8608333333333
"2024-01-26-17",15.3858333333333,18.875,20.9141666666667
"2024-01-26-18",15.3033333333333,18.9058333333333,20.955
"2024-01-26-19",15.1175,18.87,20.9941666666667
"2024-01-26-20",14.8941666666667,18.8341666666667,21.03
"2024-01-26-21",14.4116666666667,18.6966666666667,21.0266666666667
"2024-01-26-22",13.8716666666667,18.5275,21.035
"2024-01-26-23",13.395,18.3608333333333,21.005
"2024-01-27-00",12.9833333333333,18.19,20.9891666666667
"2024-01-27-01",12.5383333333333,18.0391666666667,20.9533333333333
"2024-01-27-02",12.1275,17.8541666666667,20.9158333333333
"2024-01-27-03",11.7883333333333,17.72,20.8866666666667
"2024-01-27-04",11.485,17.585,20.8325
"2024-01-27-05",11.4141666666667,17.4916666666667,20.8091666666667
"2024-01-27-06",11.4625,17.4791666666667,20.7716666666667
"2024-01-27-07",11.6241666666667,17.5091666666667,20.7341666666667
"2024-01-27-08",11.8841666666667,17.5675,20.7375
"2024-01-27-09",12.2141666666667,17.6741666666667,20.7275
"2024-01-27-10",12.6575,17.8025,20.7566666666667
"2024-01-27-11",13.7383333333333,18.1441666666667,20.8116666666667
"2024-01-27-12",14.9191666666667,18.5808333333333,20.925
"2024-01-27-13",15.7058333333333,18.9391666666667,21.0391666666667
"2024-01-27-14",16.2725,19.2391666666667,21.1558333333333
"2024-01-27-15",16.5558333333333,19.4383333333333,21.2583333333333
"2024-01-27-16",16.5333333333333,19.5408333333333,21.3541666666667
"2024-01-27-17",15.9075,19.4191666666667,21.3841666666667
"2024-01-27-18",15.1841666666667,19.2208333333333,21.3783333333333
"2024-01-27-19",14.5208333333333,18.9933333333333,21.3408333333333
"2024-01-27-20",13.9108333333333,18.7641666666667,21.2808333333333
"2024-01-27-21",13.3116666666667,18.53,21.2316666666667
"2024-01-27-22",12.7566666666667,18.2641666666667,21.125
"2024-01-27-23",12.25,18.05,21.035
"2024-01-28-00",11.765,17.8075,20.9441666666667
"2024-01-28-01",11.3883333333333,17.5975,20.8575
"2024-01-28-02",10.9783333333333,17.3925,20.7725
"2024-01-28-03",10.5891666666667,17.19,20.6866666666667
"2024-01-28-04",10.2666666666667,17.0225,20.6083333333333
"2024-01-28-05",10.0133333333333,16.87,20.5341666666667
"2024-01-28-06",9.73833333333333,16.7516666666667,20.4783333333333
"2024-01-28-07",9.61083333333333,16.6391666666667,20.4308333333333
"2024-01-28-08",9.43833333333333,16.5291666666667,20.3841666666667
"2024-01-28-09",9.41166666666667,16.4716666666667,20.3525
"2024-01-28-10",9.90083333333333,16.6066666666667,20.365
"2024-01-28-11",11.1533333333333,16.9875,20.415
"2024-01-28-12",12.6391666666667,17.5066666666667,20.5308333333333
"2024-01-28-13",13.8566666666667,17.995,20.6458333333333
"2024-01-28-14",14.8416666666667,18.4308333333333,20.8
"2024-01-28-15",15.5458333333333,18.7758333333333,20.9058333333333
"2024-01-28-16",15.8616666666667,19.0191666666667,21.0166666666667
"2024-01-28-17",15.31,18.9466666666667,21.0675
"2024-01-28-18",14.3183333333333,18.71,21.0683333333333
"2024-01-28-19",13.4933333333333,18.4416666666667,21.0458333333333
"2024-01-28-20",12.86,18.2216666666667,21.0216666666667
"2024-01-28-21",12.3516666666667,18.0008333333333,20.99
"2024-01-28-22",11.8691666666667,17.8133333333333,20.9258333333333
"2024-01-28-23",11.365,17.5791666666667,20.8625
"2024-01-29-00",10.9175,17.3833333333333,20.7883333333333
"2024-01-29-01",10.5208333333333,17.1891666666667,20.7241666666667
"2024-01-29-02",10.2483333333333,17.045,20.6508333333333
"2024-01-29-03",9.94,16.8858333333333,20.5808333333333
"2024-01-29-04",9.67833333333333,16.7316666666667,20.53
"2024-01-29-05",9.37416666666667,16.5975,20.4683333333333
"2024-01-29-06",9.18916666666667,16.4708333333333,20.405
"2024-01-29-07",9.045,16.3825,20.3625
"2024-01-29-08",8.97333333333333,16.325,20.3416666666667
"2024-01-29-09",9.16666666666667,16.3491666666667,20.3366666666667
"2024-01-29-10",9.79416666666667,16.5266666666667,20.355
"2024-01-29-11",10.83,16.8591666666667,20.3991666666667
"2024-01-29-12",12.035,17.2783333333333,20.4891666666667
"2024-01-29-13",13.22,17.7475,20.6016666666667
"2024-01-29-14",14.2725,18.1783333333333,20.6633333333333
"2024-01-29-15",14.9108333333333,18.48,20.75
"2024-01-29-16",15.14,18.6541666666667,20.8125
"2024-01-29-17",14.6491666666667,18.5758333333333,20.8
"2024-01-29-18",13.6616666666667,18.2933333333333,20.7425
"2024-01-29-19",12.77,17.9958333333333,20.6766666666667
"2024-01-29-20",12.035,17.7175,20.6241666666667
"2024-01-29-21",11.3816666666667,17.4291666666667,20.5258333333333
"2024-01-29-22",10.8508333333333,17.1733333333333,20.4375
"2024-01-29-23",10.3983333333333,16.9408333333333,20.3475
"2024-01-30-00",10.0983333333333,16.7425,20.2541666666667
"2024-01-30-01",9.82916666666667,16.595,20.1766666666667
"2024-01-30-02",9.66666666666667,16.4758333333333,20.0958333333333
"2024-01-30-03",9.525,16.3666666666667,20.005
"2024-01-30-04",9.47583333333333,16.2675,19.9608333333333
"2024-01-30-05",9.21666666666667,16.14,19.89
"2024-01-30-06",8.97833333333333,16.0183333333333,19.8416666666667
"2024-01-30-07",8.74333333333333,15.9158333333333,19.7766666666667
"2024-01-30-08",8.6375,15.805,19.7225
"2024-01-30-09",8.91083333333333,15.8666666666667,19.6933333333333
"2024-01-30-10",9.58,16.0508333333333,19.7275
"2024-01-30-11",11.1608333333333,16.5266666666667,19.7925
"2024-01-30-12",12.5016666666667,17.0283333333333,19.8883333333333
"2024-01-30-13",13.4858333333333,17.435,19.9591666666667
"2024-01-30-14",14.3525,17.8183333333333,20.0758333333333
"2024-01-30-15",14.9133333333333,18.1141666666667,20.1591666666667
"2024-01-30-16",15.1766666666667,18.3075,20.2641666666667
"2024-01-30-17",14.6691666666667,18.2575,20.3016666666667
"2024-01-30-18",13.7441666666667,18.0083333333333,20.3033333333333
"2024-01-30-19",12.8325,17.7291666666667,20.2583333333333
"2024-01-30-20",12.1025,17.445,20.1975
"2024-01-30-21",11.4533333333333,17.1541666666667,20.1166666666667
"2024-01-30-22",10.905,16.9433333333333,20.0433333333333
"2024-01-30-23",10.4141666666667,16.6766666666667,19.95
