"Time","Mur_Temp_sud_1.mean","Mur_Temp_sud_2.mean","Mur_Temp_sud_3.mean"
"2024-01-13-14",14.8625,12.8233333333333,11.3525
"2024-01-13-15",15.0791666666667,13.3716666666667,12.8633333333333
"2024-01-13-16",15.4591666666667,14.2466666666667,14.3008333333333
"2024-01-13-17",15.905,14.8741666666667,14.515
"2024-01-13-18",16.2216666666667,15.0225,14.045
"2024-01-13-19",16.345,14.9208333333333,13.4733333333333
"2024-01-13-20",16.31,14.695,12.9358333333333
"2024-01-13-21",16.1858333333333,14.395,12.4358333333333
"2024-01-13-22",16.0016666666667,14.0908333333333,11.9833333333333
"2024-01-13-23",15.8008333333333,13.7616666666667,11.5641666666667
"2024-01-14-00",15.5975,13.47,11.1808333333333
"2024-01-14-01",15.3825,13.17,10.8108333333333
"2024-01-14-02",15.16,12.8733333333333,10.4766666666667
"2024-01-14-03",14.9575,12.6016666666667,10.1625
"2024-01-14-04",14.7641666666667,12.3458333333333,9.86666666666667
"2024-01-14-05",14.5741666666667,12.1008333333333,9.60916666666667
"2024-01-14-06",14.4141666666667,11.8966666666667,9.37916666666667
"2024-01-14-07",14.2575,11.7125,9.20166666666667
"2024-01-14-08",14.1216666666667,11.5458333333333,9.05083333333333
"2024-01-14-09",14.0083333333333,11.4116666666667,8.955
"2024-01-14-10",13.9308333333333,11.3266666666667,8.9525
"2024-01-14-11",13.8775,11.3166666666667,9.0725
"2024-01-14-12",13.87,11.385,9.26083333333333
"2024-01-14-13",13.9166666666667,11.5225,9.64583333333333
"2024-01-14-14",14.0333333333333,11.8008333333333,10.2208333333333
"2024-01-14-15",14.2025,12.0733333333333,10.4716666666667
"2024-01-14-16",14.3575,12.2575,10.5925
"2024-01-14-17",14.4983333333333,12.38,10.635
"2024-01-14-18",14.5791666666667,12.4425,10.6125
"2024-01-14-19",14.6483333333333,12.4641666666667,10.5975
"2024-01-14-20",14.6775,12.5016666666667,10.5925
"2024-01-14-21",14.69,12.5066666666667,10.6
"2024-01-14-22",14.7025,12.5341666666667,10.615
"2024-01-14-23",14.72,12.5433333333333,10.6325
"2024-01-15-00",14.7183333333333,12.5633333333333,10.63
"2024-01-15-01",14.7266666666667,12.5658333333333,10.6466666666667
"2024-01-15-02",14.7333333333333,12.5691666666667,10.6533333333333
"2024-01-15-03",14.7366666666667,12.585,10.6725
"2024-01-15-04",14.7466666666667,12.595,10.6825
"2024-01-15-05",14.7566666666667,12.6,10.6825
"2024-01-15-06",14.77,12.6025,10.695
"2024-01-15-07",14.7725,12.61,10.72
"2024-01-15-08",14.7925,12.6341666666667,10.745
"2024-01-15-09",14.785,12.6633333333333,10.7675
"2024-01-15-10",14.795,12.6775,10.8158333333333
"2024-01-15-11",14.7925,12.7133333333333,10.925
"2024-01-15-12",14.845,12.7975,11.0975
"2024-01-15-13",14.9383333333333,12.9225,11.2866666666667
"2024-01-15-14",15.0316666666667,13.05,11.4283333333333
"2024-01-15-15",15.1291666666667,13.155,11.5566666666667
"2024-01-15-16",15.21,13.2708333333333,11.66
"2024-01-15-17",15.245,13.3325,11.7158333333333
"2024-01-15-18",15.2608333333333,13.3675,11.7366666666667
"2024-01-15-19",15.29,13.4,11.7675
"2024-01-15-20",15.2933333333333,13.4125,11.77
"2024-01-15-21",15.305,13.435,11.785
"2024-01-15-22",15.32,13.4475,11.81
"2024-01-15-23",15.33,13.4675,11.8225
"2024-01-16-00",15.3425,13.4783333333333,11.8533333333333
"2024-01-16-01",15.34,13.4875,11.84
"2024-01-16-02",15.3475,13.4758333333333,11.765
"2024-01-16-03",15.3325,13.4141666666667,11.64
"2024-01-16-04",15.3075,13.3575,11.5441666666667
"2024-01-16-05",15.29,13.305,11.4766666666667
"2024-01-16-06",15.2391666666667,13.2575,11.4458333333333
"2024-01-16-07",15.22,13.23,11.42
"2024-01-16-08",15.2441666666667,13.2125,11.3516666666667
"2024-01-16-09",15.32,13.1933333333333,11.2875
"2024-01-16-10",15.3375,13.2058333333333,11.3333333333333
"2024-01-16-11",15.33,13.255,11.52
"2024-01-16-12",15.395,13.3608333333333,11.6958333333333
"2024-01-16-13",15.4808333333333,13.4741666666667,11.8591666666667
"2024-01-16-14",15.5608333333333,13.6,12.04
"2024-01-16-15",15.6266666666667,13.7575,12.315
"2024-01-16-16",15.6691666666667,13.8958333333333,12.465
"2024-01-16-17",15.6925,13.97,12.4991666666667
"2024-01-16-18",15.71,13.99,12.4925
"2024-01-16-19",15.71,13.985,12.4125
"2024-01-16-20",15.6975,13.9358333333333,12.2858333333333
"2024-01-16-21",15.6558333333333,13.8516666666667,12.125
"2024-01-16-22",15.605,13.7583333333333,12.0091666666667
"2024-01-16-23",15.5558333333333,13.68,11.9041666666667
"2024-01-17-00",15.505,13.6075,11.8208333333333
"2024-01-17-01",15.4558333333333,13.5516666666667,11.7658333333333
"2024-01-17-02",15.415,13.5,11.7141666666667
"2024-01-17-03",15.3833333333333,13.4433333333333,11.68
"2024-01-17-04",15.3633333333333,13.42,11.685
"2024-01-17-05",15.34,13.42,11.7275
"2024-01-17-06",15.3525,13.4466666666667,11.7875
"2024-01-17-07",15.3583333333333,13.4791666666667,11.8275
"2024-01-17-08",15.3833333333333,13.5025,11.8458333333333
"2024-01-17-09",15.4125,13.5175,11.88
"2024-01-17-10",15.445,13.5625,11.96
"2024-01-17-11",15.4916666666667,13.6341666666667,12.0991666666667
"2024-01-17-12",15.5283333333333,13.7466666666667,12.3291666666667
"2024-01-17-13",15.585,13.885,12.5883333333333
"2024-01-17-14",15.6858333333333,14.0683333333333,12.8991666666667
"2024-01-17-15",15.8033333333333,14.2558333333333,13.135
"2024-01-17-16",15.915,14.415,13.2608333333333
"2024-01-17-17",16.0116666666667,14.53,13.3625
"2024-01-17-18",16.1016666666667,14.6283333333333,13.4266666666667
"2024-01-17-19",16.16,14.7008333333333,13.4925
"2024-01-17-20",16.2166666666667,14.7525,13.5391666666667
"2024-01-17-21",16.265,14.8083333333333,13.59
"2024-01-17-22",16.305,14.8516666666667,13.6175
"2024-01-17-23",16.33,14.8858333333333,13.6566666666667
"2024-01-18-00",16.3633333333333,14.9258333333333,13.6791666666667
"2024-01-18-01",16.3925,14.9425,13.7008333333333
"2024-01-18-02",16.4075,14.9625,13.7108333333333
"2024-01-18-03",16.4225,14.9825,13.7333333333333
"2024-01-18-04",16.4383333333333,14.9933333333333,13.7433333333333
"2024-01-18-05",16.4416666666667,15.0066666666667,13.7433333333333
"2024-01-18-06",16.4408333333333,15.0133333333333,13.7575
"2024-01-18-07",16.4633333333333,15.0258333333333,13.74
"2024-01-18-08",16.4941666666667,15.0258333333333,13.755
"2024-01-18-09",16.5825,15.0575,13.7625
"2024-01-18-10",16.6358333333333,15.0975,13.8016666666667
"2024-01-18-11",16.7608333333333,15.1733333333333,13.875
"2024-01-18-12",16.8091666666667,15.2625,14.0341666666667
"2024-01-18-13",16.9,15.3883333333333,14.2166666666667
"2024-01-18-14",16.9883333333333,15.5008333333333,14.3416666666667
"2024-01-18-15",17.0766666666667,15.6083333333333,14.4458333333333
"2024-01-18-16",17.135,15.6941666666667,14.5175
"2024-01-18-17",17.1566666666667,15.745,14.56
"2024-01-18-18",17.1833333333333,15.7875,14.5891666666667
"2024-01-18-19",17.2,15.8066666666667,14.5541666666667
"2024-01-18-20",17.1975,15.75,14.3975
"2024-01-18-21",17.1458333333333,15.645,14.1516666666667
"2024-01-18-22",17.0583333333333,15.4733333333333,13.7825
"2024-01-18-23",16.9325,15.2408333333333,13.4025
"2024-01-19-00",16.7716666666667,14.9925,13.04
"2024-01-19-01",16.6175,14.7458333333333,12.7841666666667
"2024-01-19-02",16.4575,14.54,12.5666666666667
"2024-01-19-03",16.3016666666667,14.3583333333333,12.3933333333333
"2024-01-19-04",16.1525,14.2075,12.2416666666667
"2024-01-19-05",16.0275,14.04,12.0675
"2024-01-19-06",15.9025,13.8791666666667,11.8458333333333
"2024-01-19-07",15.7941666666667,13.7166666666667,11.6075
"2024-01-19-08",15.6858333333333,13.5383333333333,11.4308333333333
"2024-01-19-09",15.5641666666667,13.3975,11.2833333333333
"2024-01-19-10",15.5025,13.3066666666667,11.1991666666667
"2024-01-19-11",15.4325,13.2183333333333,11.1666666666667
"2024-01-19-12",15.3933333333333,13.235,11.4216666666667
"2024-01-19-13",15.4225,13.3575,11.6883333333333
"2024-01-19-14",15.4883333333333,13.4866666666667,11.8608333333333
"2024-01-19-15",15.5733333333333,13.5991666666667,11.9591666666667
"2024-01-19-16",15.6433333333333,13.6775,12.0475
"2024-01-19-17",15.7,13.7233333333333,12.0183333333333
"2024-01-19-18",15.725,13.7266666666667,11.9291666666667
"2024-01-19-19",15.7233333333333,13.6925,11.8341666666667
"2024-01-19-20",15.715,13.6416666666667,11.7091666666667
"2024-01-19-21",15.69,13.5675,11.6191666666667
"2024-01-19-22",15.6416666666667,13.5125,11.5341666666667
"2024-01-19-23",15.59,13.4458333333333,11.4366666666667
"2024-01-20-00",15.5441666666667,13.365,11.335
"2024-01-20-01",15.4891666666667,13.2933333333333,11.2366666666667
"2024-01-20-02",15.4425,13.2216666666667,11.1358333333333
"2024-01-20-03",15.3891666666667,13.1408333333333,11.0216666666667
"2024-01-20-04",15.3525,13.065,10.9158333333333
"2024-01-20-05",15.3175,12.9858333333333,10.81
"2024-01-20-06",15.2741666666667,12.9083333333333,10.7091666666667
"2024-01-20-07",15.2258333333333,12.8383333333333,10.6341666666667
"2024-01-20-08",15.1758333333333,12.785,10.5508333333333
"2024-01-20-09",15.145,12.715,10.4741666666667
"2024-01-20-10",15.1108333333333,12.6666666666667,10.4808333333333
"2024-01-20-11",15.125,12.7308333333333,10.7166666666667
"2024-01-20-12",15.2116666666667,12.935,11.3516666666667
"2024-01-20-13",15.4625,13.6066666666667,13.2825
"2024-01-20-14",16.0266666666667,14.9183333333333,15.8475
"2024-01-20-15",16.8708333333333,16.3883333333333,17.875
"2024-01-20-16",17.7733333333333,17.625,19.0216666666667
"2024-01-20-17",18.4925,18.3716666666667,18.9991666666667
"2024-01-20-18",18.9475,18.5108333333333,18.1566666666667
"2024-01-20-19",19.0866666666667,18.2758333333333,17.2333333333333
"2024-01-20-20",18.9975,17.875,16.3866666666667
"2024-01-20-21",18.7625,17.4158333333333,15.6191666666667
"2024-01-20-22",18.4533333333333,16.9158333333333,14.9158333333333
"2024-01-20-23",18.1116666666667,16.4125,14.275
"2024-01-21-00",17.7683333333333,15.9475,13.7058333333333
"2024-01-21-01",17.45,15.4933333333333,13.1858333333333
"2024-01-21-02",17.1125,15.0525,12.6691666666667
"2024-01-21-03",16.7975,14.6383333333333,12.1975
"2024-01-21-04",16.4983333333333,14.2533333333333,11.7558333333333
"2024-01-21-05",16.2183333333333,13.88,11.3408333333333
"2024-01-21-06",15.9558333333333,13.5458333333333,10.9658333333333
"2024-01-21-07",15.7016666666667,13.235,10.65
"2024-01-21-08",15.5125,12.9616666666667,10.3641666666667
"2024-01-21-09",15.3475,12.73,10.1383333333333
"2024-01-21-10",15.205,12.5758333333333,10.115
"2024-01-21-11",15.145,12.5791666666667,10.37
"2024-01-21-12",15.1516666666667,12.7083333333333,10.735
"2024-01-21-13",15.2766666666667,12.9866666666667,11.4925
"2024-01-21-14",15.5208333333333,13.535,12.6441666666667
"2024-01-21-15",15.975,14.44,14.52
"2024-01-21-16",16.6208333333333,15.6433333333333,16.4108333333333
"2024-01-21-17",17.2583333333333,16.6283333333333,17.0983333333333
"2024-01-21-18",17.8041666666667,17.025,16.6516666666667
"2024-01-21-19",18.0583333333333,17.0025,15.9716666666667
"2024-01-21-20",18.105,16.7716666666667,15.2916666666667
"2024-01-21-21",17.9833333333333,16.4475,14.6808333333333
"2024-01-21-22",17.7758333333333,16.0808333333333,14.1125
"2024-01-21-23",17.5166666666667,15.7,13.59
"2024-01-22-00",17.265,15.315,13.1141666666667
"2024-01-22-01",16.9691666666667,14.9425,12.6633333333333
"2024-01-22-02",16.6933333333333,14.59,12.25
"2024-01-22-03",16.4491666666667,14.2508333333333,11.8783333333333
"2024-01-22-04",16.2175,13.9358333333333,11.5075
"2024-01-22-05",15.9783333333333,13.6383333333333,11.1725
"2024-01-22-06",15.7708333333333,13.3716666666667,10.8891666666667
"2024-01-22-07",15.585,13.1383333333333,10.6808333333333
"2024-01-22-08",15.4333333333333,12.9558333333333,10.5575
"2024-01-22-09",15.3266666666667,12.8441666666667,10.5075
"2024-01-22-10",15.2675,12.8025,10.6
"2024-01-22-11",15.2825,12.8591666666667,10.9116666666667
"2024-01-22-12",15.3641666666667,13.1641666666667,11.6883333333333
"2024-01-22-13",15.5266666666667,13.5233333333333,12.1916666666667
"2024-01-22-14",15.7225,13.81,12.4516666666667
"2024-01-22-15",15.945,14.0166666666667,12.5733333333333
"2024-01-22-16",16.125,14.1758333333333,12.61
"2024-01-22-17",16.205,14.2633333333333,12.6283333333333
"2024-01-22-18",16.245,14.2925,12.615
"2024-01-22-19",16.245,14.3166666666667,12.6
"2024-01-22-20",16.235,14.3,12.5766666666667
"2024-01-22-21",16.23,14.2775,12.5308333333333
"2024-01-22-22",16.2166666666667,14.2625,12.4775
"2024-01-22-23",16.2058333333333,14.2208333333333,12.3941666666667
"2024-01-23-00",16.1783333333333,14.1758333333333,12.3216666666667
"2024-01-23-01",16.1425,14.1125,12.235
"2024-01-23-02",16.1141666666667,14.06,12.1758333333333
"2024-01-23-03",16.08,14.0116666666667,12.0983333333333
"2024-01-23-04",16.0358333333333,13.9558333333333,12.0358333333333
"2024-01-23-05",16,13.8991666666667,11.9366666666667
"2024-01-23-06",15.9516666666667,13.8266666666667,11.855
"2024-01-23-07",15.9166666666667,13.7775,11.84
"2024-01-23-08",15.9083333333333,13.775,11.87
"2024-01-23-09",15.97,13.8033333333333,11.9308333333333
"2024-01-23-10",16.0216666666667,13.8533333333333,12.0391666666667
"2024-01-23-11",16.0716666666667,13.9766666666667,12.3091666666667
"2024-01-23-12",16.2416666666667,14.2841666666667,13.2375
"2024-01-23-13",16.565,15.2383333333333,15.7058333333333
"2024-01-23-14",17.2225,16.6775,18.2433333333333
"2024-01-23-15",18.1225,18.1941666666667,20.2483333333333
"2024-01-23-16",19.0016666666667,19.3583333333333,20.9558333333333
"2024-01-23-17",19.7016666666667,19.8975,20.6375
"2024-01-23-18",20.0958333333333,20.01,20.0325
"2024-01-23-19",20.2516666666667,19.8891666666667,19.4216666666667
"2024-01-23-20",20.2458333333333,19.65,18.8758333333333
"2024-01-23-21",20.1125,19.3625,18.3541666666667
"2024-01-23-22",19.9366666666667,19.055,17.925
"2024-01-23-23",19.72,18.75,17.5416666666667
"2024-01-24-00",19.4966666666667,18.4675,17.2225
"2024-01-24-01",19.3066666666667,18.2033333333333,16.8966666666667
"2024-01-24-02",19.0983333333333,17.9083333333333,16.5075
"2024-01-24-03",18.8875,17.6133333333333,16.0966666666667
"2024-01-24-04",18.665,17.3,15.7266666666667
"2024-01-24-05",18.4441666666667,17.0141666666667,15.3933333333333
"2024-01-24-06",18.2325,16.7333333333333,15.06
"2024-01-24-07",18.0316666666667,16.4541666666667,14.7225
"2024-01-24-08",17.8375,16.195,14.4383333333333
"2024-01-24-09",17.6508333333333,15.9666666666667,14.2208333333333
"2024-01-24-10",17.5041666666667,15.8191666666667,14.18
"2024-01-24-11",17.44,15.8216666666667,14.5575
"2024-01-24-12",17.5591666666667,16.2866666666667,16.2875
"2024-01-24-13",17.9716666666667,17.5008333333333,18.9875
"2024-01-24-14",18.7575,19.0575,21.5308333333333
"2024-01-24-15",19.7925,20.6416666666667,23.5408333333333
"2024-01-24-16",20.8433333333333,22.0083333333333,24.805
"2024-01-24-17",21.7433333333333,22.9166666666667,24.9666666666667
"2024-01-24-18",22.3525,23.1808333333333,24.1425
"2024-01-24-19",22.5975,23.01,23.145
"2024-01-24-20",22.5725,22.6075,22.1941666666667
"2024-01-24-21",22.3708333333333,22.1225,21.3183333333333
"2024-01-24-22",22.0508333333333,21.5825,20.5241666666667
"2024-01-24-23",21.6691666666667,21.0208333333333,19.7683333333333
"2024-01-25-00",21.2658333333333,20.4691666666667,19.0925
"2024-01-25-01",20.8516666666667,19.9333333333333,18.4983333333333
"2024-01-25-02",20.4491666666667,19.4491666666667,17.9566666666667
"2024-01-25-03",20.0841666666667,18.9941666666667,17.5108333333333
"2024-01-25-04",19.7341666666667,18.6033333333333,17.1575
"2024-01-25-05",19.4341666666667,18.2658333333333,16.8558333333333
"2024-01-25-06",19.1833333333333,17.9758333333333,16.5775
"2024-01-25-07",18.9566666666667,17.715,16.2983333333333
"2024-01-25-08",18.805,17.4741666666667,16.035
"2024-01-25-09",18.6725,17.2783333333333,15.8525
"2024-01-25-10",18.57,17.1433333333333,15.765
"2024-01-25-11",18.5475,17.1233333333333,15.9691666666667
"2024-01-25-12",18.645,17.4166666666667,17.1008333333333
"2024-01-25-13",18.9125,18.2483333333333,18.8766666666667
"2024-01-25-14",19.4691666666667,19.1625,20.3316666666667
"2024-01-25-15",20.1591666666667,20.3766666666667,22.3908333333333
"2024-01-25-16",20.9558333333333,21.6358333333333,23.8508333333333
"2024-01-25-17",21.6775,22.465,24.07
"2024-01-25-18",22.1775,22.6958333333333,23.3366666666667
"2024-01-25-19",22.3475,22.5125,22.3991666666667
"2024-01-25-20",22.2916666666667,22.12,21.5133333333333
"2024-01-25-21",22.065,21.6375,20.6766666666667
"2024-01-25-22",21.7533333333333,21.1225,19.9425
"2024-01-25-23",21.3816666666667,20.59,19.245
"2024-01-26-00",20.995,20.0783333333333,18.625
"2024-01-26-01",20.61,19.6033333333333,18.1141666666667
"2024-01-26-02",20.2308333333333,19.1483333333333,17.6841666666667
"2024-01-26-03",19.8941666666667,18.7741666666667,17.29
"2024-01-26-04",19.5833333333333,18.3916666666667,16.8808333333333
"2024-01-26-05",19.3041666666667,18.0291666666667,16.4458333333333
"2024-01-26-06",19.0275,17.6691666666667,16.0241666666667
"2024-01-26-07",18.7658333333333,17.3158333333333,15.5991666666667
"2024-01-26-08",18.5216666666667,16.985,15.2058333333333
"2024-01-26-09",18.2691666666667,16.6758333333333,14.8583333333333
"2024-01-26-10",18.0633333333333,16.4275,14.7183333333333
"2024-01-26-11",17.9425,16.33,14.8808333333333
"2024-01-26-12",17.9233333333333,16.4725,15.5916666666667
"2024-01-26-13",18.03,16.9033333333333,16.535
"2024-01-26-14",18.2475,17.3558333333333,17.205
"2024-01-26-15",18.5333333333333,17.7841666666667,17.6616666666667
"2024-01-26-16",18.7941666666667,18.0766666666667,17.8175
"2024-01-26-17",18.9991666666667,18.2408333333333,17.745
"2024-01-26-18",19.12,18.2775,17.55
"2024-01-26-19",19.1766666666667,18.2325,17.3683333333333
"2024-01-26-20",19.1633333333333,18.1575,17.17
"2024-01-26-21",19.1175,18.0408333333333,16.9208333333333
"2024-01-26-22",19.0366666666667,17.8683333333333,16.6316666666667
"2024-01-26-23",18.9108333333333,17.6758333333333,16.3158333333333
"2024-01-27-00",18.7808333333333,17.4583333333333,16.0066666666667
"2024-01-27-01",18.6066666666667,17.2225,15.69
"2024-01-27-02",18.4358333333333,16.9808333333333,15.3575
"2024-01-27-03",18.2516666666667,16.725,15.0158333333333
"2024-01-27-04",18.0633333333333,16.4608333333333,14.6841666666667
"2024-01-27-05",17.8708333333333,16.1916666666667,14.4058333333333
"2024-01-27-06",17.6925,15.99,14.2158333333333
"2024-01-27-07",17.54,15.8216666666667,14.0858333333333
"2024-01-27-08",17.405,15.6891666666667,13.9916666666667
"2024-01-27-09",17.3066666666667,15.5916666666667,13.9625
"2024-01-27-10",17.24,15.54,13.9875
"2024-01-27-11",17.2633333333333,15.5991666666667,14.3758333333333
"2024-01-27-12",17.4658333333333,16.1758333333333,16.2491666666667
"2024-01-27-13",17.9316666666667,17.4275,18.8933333333333
"2024-01-27-14",18.7525,18.9708333333333,21.27
"2024-01-27-15",19.7725,20.4666666666667,23.0316666666667
"2024-01-27-16",20.7616666666667,21.6766666666667,24.0541666666667
"2024-01-27-17",21.57,22.4633333333333,24.0858333333333
"2024-01-27-18",22.0758333333333,22.6183333333333,23.1975
"2024-01-27-19",22.2508333333333,22.3758333333333,22.2116666666667
"2024-01-27-20",22.1758333333333,21.9691666666667,21.2916666666667
"2024-01-27-21",21.9308333333333,21.4658333333333,20.4658333333333
"2024-01-27-22",21.6016666666667,20.9308333333333,19.6825
"2024-01-27-23",21.2108333333333,20.3766666666667,18.9575
"2024-01-28-00",20.7841666666667,19.8183333333333,18.2566666666667
"2024-01-28-01",20.3691666666667,19.2691666666667,17.6008333333333
"2024-01-28-02",19.965,18.7408333333333,16.9925
"2024-01-28-03",19.5675,18.2316666666667,16.3983333333333
"2024-01-28-04",19.1958333333333,17.7458333333333,15.85
"2024-01-28-05",18.8425,17.2866666666667,15.3316666666667
"2024-01-28-06",18.505,16.86,14.8491666666667
"2024-01-28-07",18.1875,16.4508333333333,14.395
"2024-01-28-08",17.8891666666667,16.0691666666667,13.9641666666667
"2024-01-28-09",17.6166666666667,15.72,13.6058333333333
"2024-01-28-10",17.38,15.4283333333333,13.3458333333333
"2024-01-28-11",17.22,15.2483333333333,13.4325
"2024-01-28-12",17.2558333333333,15.6258333333333,15.1958333333333
"2024-01-28-13",17.6008333333333,16.7833333333333,17.8141666666667
"2024-01-28-14",18.3033333333333,18.1508333333333,19.8316666666667
"2024-01-28-15",19.14,19.3525,21.05
"2024-01-28-16",19.945,20.2516666666667,21.6991666666667
"2024-01-28-17",20.545,20.8433333333333,21.7533333333333
"2024-01-28-18",20.9258333333333,20.99,21.13
"2024-01-28-19",21.08,20.8033333333333,20.3225
"2024-01-28-20",21.0058333333333,20.4558333333333,19.545
"2024-01-28-21",20.7991666666667,20.0325,18.8375
"2024-01-28-22",20.5141666666667,19.5816666666667,18.1841666666667
"2024-01-28-23",20.2033333333333,19.1091666666667,17.5541666666667
"2024-01-29-00",19.8408333333333,18.6333333333333,16.9525
"2024-01-29-01",19.4975,18.1533333333333,16.3766666666667
"2024-01-29-02",19.1458333333333,17.695,15.8241666666667
"2024-01-29-03",18.7991666666667,17.25,15.3033333333333
"2024-01-29-04",18.4733333333333,16.8191666666667,14.8241666666667
"2024-01-29-05",18.1591666666667,16.4208333333333,14.36
"2024-01-29-06",17.8575,16.035,13.9425
"2024-01-29-07",17.5733333333333,15.675,13.5366666666667
"2024-01-29-08",17.335,15.3525,13.1808333333333
"2024-01-29-09",17.1575,15.0791666666667,12.9091666666667
"2024-01-29-10",16.9908333333333,14.8808333333333,12.8225
"2024-01-29-11",16.8991666666667,14.8275,13.0341666666667
"2024-01-29-12",16.9208333333333,15.0475,13.9066666666667
"2024-01-29-13",16.9766666666667,15.6333333333333,15.4066666666667
"2024-01-29-14",17.5033333333333,16.545,17.0758333333333
"2024-01-29-15",18.1125,17.63,18.6841666666667
"2024-01-29-16",18.7508333333333,18.585,19.655
"2024-01-29-17",19.2816666666667,19.2408333333333,19.9283333333333
"2024-01-29-18",19.6575,19.4533333333333,19.4316666666667
"2024-01-29-19",19.8266666666667,19.3433333333333,18.7183333333333
"2024-01-29-20",19.795,19.0425,18.0016666666667
"2024-01-29-21",19.6183333333333,18.6591666666667,17.3258333333333
"2024-01-29-22",19.3658333333333,18.2366666666667,16.6766666666667
"2024-01-29-23",19.0616666666667,17.785,16.0775
"2024-01-30-00",18.7375,17.3308333333333,15.5266666666667
"2024-01-30-01",18.4,16.9033333333333,15.0258333333333
"2024-01-30-02",18.0908333333333,16.4991666666667,14.5883333333333
"2024-01-30-03",17.8033333333333,16.1366666666667,14.1858333333333
"2024-01-30-04",17.5375,15.7991666666667,13.8391666666667
"2024-01-30-05",17.3033333333333,15.4925,13.4891666666667
"2024-01-30-06",17.0825,15.2,13.1325
"2024-01-30-07",16.86,14.8983333333333,12.77
"2024-01-30-08",16.66,14.6158333333333,12.4508333333333
"2024-01-30-09",16.5458333333333,14.3975,12.2425
"2024-01-30-10",16.4183333333333,14.2641666666667,12.2391666666667
"2024-01-30-11",16.3283333333333,14.2641666666667,12.5958333333333
"2024-01-30-12",16.3541666666667,14.71,14.1691666666667
"2024-01-30-13",16.64,15.495,15.5391666666667
"2024-01-30-14",17.095,16.3783333333333,17.09
"2024-01-30-15",17.8041666666667,17.4691666666667,18.7175
"2024-01-30-16",18.51,18.5266666666667,19.8883333333333
"2024-01-30-17",19.0825,19.2275,20.0925
"2024-01-30-18",19.4775,19.44,19.5541666666667
"2024-01-30-19",19.645,19.315,18.8266666666667
"2024-01-30-20",19.6091666666667,19.0058333333333,18.0941666666667
"2024-01-30-21",19.4325,18.6183333333333,17.405
"2024-01-30-22",19.1575,18.185,16.7558333333333
"2024-01-30-23",18.8575,17.7425,16.165
"2024-01-31-00",18.5316666666667,17.2975,15.6133333333333
"2024-01-31-01",18.19,16.8341666666667,15.0625
"2024-01-31-02",17.8558333333333,16.3958333333333,14.5425
"2024-01-31-03",17.5275,15.975,14.0616666666667
"2024-01-31-04",17.2025,15.5683333333333,13.5908333333333
"2024-01-31-05",16.9016666666667,15.1783333333333,13.1633333333333
"2024-01-31-06",16.6333333333333,14.8183333333333,12.7508333333333
"2024-01-31-07",16.3908333333333,14.4908333333333,12.3741666666667
"2024-01-31-08",16.1508333333333,14.175,12.045
"2024-01-31-09",15.9758333333333,13.9341666666667,11.8325
"2024-01-31-10",15.8191666666667,13.7858333333333,11.8591666666667
"2024-01-31-11",15.735,13.7866666666667,12.1808333333333
"2024-01-31-12",15.7883333333333,14.0891666666667,13.1783333333333
"2024-01-31-13",16.01,14.6766666666667,14.3666666666667
"2024-01-31-14",16.4283333333333,15.595,16.4333333333333
"2024-01-31-15",17.0933333333333,16.8733333333333,18.3041666666667
"2024-01-31-16",17.8241666666667,17.9333333333333,19.2975
"2024-01-31-17",18.46,18.5441666666667,19.2258333333333
"2024-01-31-18",18.8608333333333,18.695,18.6733333333333
"2024-01-31-19",19.0058333333333,18.5566666666667,17.9733333333333
"2024-01-31-20",18.9766666666667,18.2766666666667,17.295
"2024-01-31-21",18.8091666666667,17.9175,16.6491666666667
"2024-01-31-22",18.5691666666667,17.5033333333333,16.0525
"2024-01-31-23",18.2733333333333,17.0833333333333,15.4841666666667
"2024-02-01-00",17.98,16.6533333333333,14.9441666666667
"2024-02-01-01",17.6841666666667,16.2391666666667,14.4341666666667
"2024-02-01-02",17.3708333333333,15.8291666666667,13.9633333333333
"2024-02-01-03",17.0825,15.4416666666667,13.5091666666667
"2024-02-01-04",16.8083333333333,15.0825,13.0875
"2024-02-01-05",16.5491666666667,14.7366666666667,12.6941666666667
"2024-02-01-06",16.3166666666667,14.435,12.3741666666667
"2024-02-01-07",16.1158333333333,14.1633333333333,12.105
"2024-02-01-08",15.9433333333333,13.9275,11.875
"2024-02-01-09",15.9325,13.7858333333333,11.7308333333333
"2024-02-01-10",15.8925,13.72,11.7516666666667
"2024-02-01-11",15.9083333333333,13.7233333333333,11.8516666666667
"2024-02-01-12",15.9566666666667,13.8516666666667,12.2133333333333
"2024-02-01-13",16.0691666666667,14.1075,12.7308333333333
"2024-02-01-14",16.1841666666667,14.3858333333333,13.1625
"2024-02-01-15",16.3816666666667,14.6858333333333,13.585
"2024-02-01-16",16.6158333333333,14.9966666666667,13.945
"2024-02-01-17",16.7908333333333,15.2583333333333,14.2083333333333
"2024-02-01-18",16.9616666666667,15.4283333333333,14.2625
"2024-02-01-19",17.0725,15.5175,14.2166666666667
"2024-02-01-20",17.1358333333333,15.5308333333333,14.0775
"2024-02-01-21",17.145,15.475,13.9
"2024-02-01-22",17.125,15.3941666666667,13.7375
"2024-02-01-23",17.0875,15.2916666666667,13.5783333333333
"2024-02-02-00",17.0216666666667,15.1933333333333,13.4166666666667
"2024-02-02-01",16.955,15.105,13.3275
